Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Konektor,Status Konektor,Status Instalasi,Port,Harga (Rp)
01.POSO.00.3175.045,SPKLU JIEP BUSINESS CENTRE,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.083,SPKLU Gedung Graha Inti Fauzi UFC,CHARGECORE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3175.048,SPKLU East Park Apartement,DELTA,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3175.049,SPKLU Sahassra Venue & Resto,PROTEKSINDO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3175.050,SPKLU Sahassra Venue & Resto,PROTEKSINDO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3174.084,SPKLU Posko Yantek PLN Pondok Indah,TEISON,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3174.085,SPKLU Posko Yantek PLN Pondok Indah,TEISON,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3216.022,SPKLU Sport Club Cluster Heliconia Harapan Indah,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.055,SPKLU PT PRODUKSI FILM NEGARA (PERSERO) - PFN,TEISON,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3216.025,SPKLU Mareketing Galery Summarecon Crown,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3175.056,SPKLU MASJID AL IKHLAS CIJANTUNG,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3276.015,SPKLU POSKO YANTEK RADAR AURI,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3175.059,SPKLU Aljazeerah Polonia,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3175.051,SPKLU Bonjur Cafe & Resto,PROTEKSINDO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3275.031,SPKLU Jatiwarna Square,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3171.070,SPKLU Amuya Cafe Kemayoran,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3173.044,SPKLU West Hub,CHARGECORE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3173.046,SPKLU LIPPO MALL PARKIR P3 R/39,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.032,SPKLU PLN TRANSPARK MALL BINTARO,TEISON,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3175.065,SPKLU MENZIKON,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3276.016,SPKLU PT Molino Pramuka 1,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.060,SPKLU RUKO PALEM INDAH,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3171.068,SPKLU KEMENSOS,SINO,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3175.061,SPKLU LRT CITY CIRACAS,CHARGECORE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3173.043,SPKLU Lapangan Jati Universitas Mercu Buana,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.067,SPKLU KOMODOR 40,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3172.033,SPKLU Perum Akasia,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3172.020,SPKLU PLN UP3 BANDENGAN,Proteksindo,AC (Tipe 2),charging,Beroperasi,3,10000
01.POSO.00.3171.071,SPKLU MABES AD,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.013,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3174.103,SPKLU MENARA BANK MEGA,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3404.005,SPKLU Hotel Royal Ambarrukmo Yogyakarta,Signet,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.3174.092,SPKLU Rukan Permata Senayan,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3671.046,SPKLU PLN Kawasan Puri Beta 2,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3172.034,SPKLU Villa Gading Indah,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3172.032,SPKLU Perum Akasia,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.099,SPKLU Puri Casablanca,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3404.001,SPKLU Kawasan Candi Prambanan,Powerindo,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.3172.029,SPKLU Griya Inti Sentosa,TEISON,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3174.097,SPKLU Gudang Arsip PLN Jagakarsa,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3276.018,SPKLU TSM CIBUBUR,CHARGECORE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3174.102,SPKLU MENARA BANK MEGA,CHARGECORE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3175.066,SPKLU EST JAKARTA,SINO,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3174.107,SPKLU Gedung Graha Inti Fauzi FC,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.033,SPKLU PLN TRANSPARK MALL BINTARO,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.062,SPKLU JIEP Gedung Serba Guna,SINO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3173.044,SPKLU West Hub,CHARGECORE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3172.035,SPKLU Masjid An Nizam,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3276.019,SPKLU TSM CIBUBUR,CHARGECORE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3174.094,SPKLU POLDA METRO JAYA (KHUSUS PEGAWAI POLDA),AUTEL,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3171.069,SPKLU KEMENSOS,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.093,SPKLU Rukan Permata Senayan,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.096,SPKLU Gudang Arsip PLN Jagakarsa,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.102,SPKLU MENARA BANK MEGA,CHARGECORE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3171.067,SPKLU Mess AD Pejambon,TEISON,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3276.019,SPKLU TSM CIBUBUR,CHARGECORE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3275.032,SPKLU Jatiwarna Square,TEISON,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3175.063,SPKLU JIEP Food Center Rawa Terate,SINO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3175.064,SPKLU JIEP Food Center Rawa Terate,SINO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3174.095,SPKLU POLDA METRO JAYA (KHUSUS PEGAWAI POLDA),AUTEL,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3174.105,SPKLU Apartement Vasaka Soltera,PROTEKSINDO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3174.106,SPKLU Apartement Vasaka Soltera,PROTEKSINDO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3320.002,SPKLU PLN ULP BANGSRI,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3275.035,SPKLU PASAR BARU JATIASIH,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3309.006,SPKLU PLN ULP BOYOLALI,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3328.012,SPKLU PLN ULP TEGAL TIMUR,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.022,SPKLU PLN UID Jawa Tengah & DIY,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3215.011,SPKLU REST AREA KM 62 B RUAS JAKARTA - CIKAMPEK,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3174.109,SPKLU MASJID AL HUDA,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3317.003,SPKLU ULP REMBANG,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3322.010,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CHAdeMO,,Beroperasi,2,2466.78
01.PPOO.00.3322.011,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CHAdeMO,,Beroperasi,2,2466.78
01.PPOO.00.3322.012,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CHAdeMO,,Beroperasi,2,2466.78
01.PPOO.00.3322.012,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,AC (Tipe 2),,Beroperasi,3,2466.78
01.PPOO.00.3322.013,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CHAdeMO,,Beroperasi,2,2466.78
01.PPOO.00.3322.013,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,AC (Tipe 2),,Beroperasi,3,2466.78
01.POSO.00.3316.003,SPKLU PLN ULP BLORA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3371.004,SPKLU Akademi Militer Magelang,ABB,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3374.023,SPKLU (ARISTA POWER) BYD ARISTA SEMARANG,ARISTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3578.031,SPKLU TRANS ICON SURABAYA,Zerova 22 KW,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3328.011,SPKLU PLN ULP SLAWI,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3376.002,SPKLU PLN UP3 TEGAL,CSE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3175.068,SPKLU POOL GRAB BANDARA HALIM,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3376.004,SPKLU TRANSMART TEGAL,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3374.021,SPKLU PLN UID Jawa Tengah & DIY,Chargecore,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3374.025,SPKLU TRANSMART MAJAPAHIT,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.023,SPKLU (ARISTA POWER) BYD ARISTA SEMARANG,ARISTA,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.3317.002,SPKLU ULP REMBANG,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3674.035,SPKLU MASJID AL JIHAD,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3306.002,SPKLU PLN ULP PURWOREJO,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3374.024,SPKLU TRANSMART MAJAPAHIT,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.026,SPKLU PLN ULP SEMARANG TIMUR,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3310.003,SPKLU PLN ULP TULUNG,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3471.004,SPKLU PLN UP3 Yogyakarta,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3303.002,SPKLU PLN ULP PURBALINGGA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3317.001,SPKLU ULP REMBANG,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3371.005,SPKLU Akademi Militer Magelang,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.110,SPKLU STUDIO TRANS 7,TEISON,AC (Tipe 2),finishing,Beroperasi,1,2466.78
05.ROSO.00.3216.018,SPKLU Utomo Charge+ AEON Mall Deltamas,Turbo 600,CCS2,available,Beroperasi,1,
01.POSO.00.3371.004,SPKLU Akademi Militer Magelang,ABB,CCS2,available,Beroperasi,1,2466.78
01.PPOO.00.3174.048,SPKLU ARISTA PONDOK INDAH,EVP,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.3305.002,SPKLU PLN ULP KEBUMEN,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3372.006,SPKLU PLN ULP SURAKARTA KOTA,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3376.002,SPKLU PLN UP3 TEGAL,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3471.004,SPKLU PLN UP3 Yogyakarta,CSE,CCS2,available,Beroperasi,2,2466.78
01.PPOO.00.3322.010,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CCS2,finishing,Beroperasi,1,2466.78
01.PPOO.00.3322.011,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CCS2,finishing,Beroperasi,1,2466.78
01.PPOO.00.3322.012,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CCS2,finishing,Beroperasi,1,2466.78
01.PPOO.00.3322.013,SPKLU REST AREA KM 439 A Tol Semarang-Solo,ATTESS,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3316.001,SPKLU PLN ULP CEPU,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3316.002,SPKLU PLN ULP BLORA,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.034,SPKLU MASJID AL JIHAD,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.027,SPKLU GUDANG KRAPYAK SEMARANG,Chargecore,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3376.005,SPKLU ULP TEGAL KOTA,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3327.006,SPKLU PLN ULP RANDUDONGKAL,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3324.007,SPKLU PLN ULP BOJA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3308.004,SPKLU ULP BOROBUDUR,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3306.003,SPKLU PLN ULP KUTOARJO,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3404.006,SPKLU HOTEL MERAPI MERBABU YOGYAKARTA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3303.003,SPKLU KOPI BATHOK PURBALINGGA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.034,SPKLU KANTOR PEMPROV JAWA TENGAH,CSE,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3374.028,SPKLU ULP SEMARANG SELATAN,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3305.004,SPKLU RM H. TINO 2,CSE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3471.005,SPKLU Hotel KHAS Tugu Yogyakarta,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3305.003,SPKLU Hotel Grand Kolopaking,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3375.001,SPKLU TRANSMART PEKALONGAN,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3312.002,SPKLU PLN ULP JATISRONO,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3302.004,SPKLU ULP BANYUMAS,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3311.006,SPKLU PLN ULP GROGOL,CSE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3302.005,SPKLU ULP WANGON,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3328.013,SPKLU PLN ULP BALAPULANG,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
,Wisma Mulia 7 kW AC Charger 2,DELTA,AC (Tipe 2),,Beroperasi,1,
01.POSO.00.3373.005,SPKLU Laras Asri Resort & SPA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.031,SPKLU TRANSMART SETIABUDI,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3374.032,SPKLU PLN UDIKLAT SEMARANG,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3304.001,SPKLU PLN ULP BANJARNEGARA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3314.013,SPKLU PLN ULP Sumberlawang,Chargecore,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3373.004,SPKLU Laras Asri Resort & SPA,Chargecore,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3311.005,SPKLU PLN ULP KARTASURA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3311.007,SPKLU PLN ULP GROGOL,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3301.004,SPKLU Hotel Azana Cilacap,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3301.005,SPKLU HOTEL ASTON CILACAP,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3322.014,SPKLU PLN ULP Pemalang,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.033,SPKLU Kampus UNNES Semarang,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3326.004,SPKLU Rest Area 338A,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3312.003,SPKLU PLN ULP JATISRONO,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3326.002,SPKLU PLN ULP KEDUNGWUNI,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.029,SPKLU PLN PUSMANPRO,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3325.007,SPKLU CAFE BENTO PEKALONGAN,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3302.006,SPKLU ULP AJIBARANG,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3323.003,SPKLU PLN ULP PARAKAN,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3311.003,SPKLU TRANSMART SOLO PABELAN,Chargecore,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3311.004,SPKLU TRANSMART SOLO PABELAN,Chargecore,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3404.007,SPKLU TRANSMART YOGYAKARTA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3305.005,SPKLU PLN ULP GOMBONG,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3404.008,SPKLU TRANSMART YOGYAKARTA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3326.003,SPKLU Rest Area 338A,Chargecore,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3314.014,SPKLU PLN ULP SRAGEN,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3375.002,SPKLU TRANSMART PEKALONGAN,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3320.003,SPKLU HOTEL SEKURO,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3374.035,SPKLU KANTOR PEMPROV JAWA TENGAH,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3301.006,SPKLU PLN ULP SIDAREJA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3304.002,SPKLU KULINER BANJARNEGARA,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3308.003,SPKLU Kantor Jaga Salam,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3321.003,SPKLU PLN ULP DEMAK KOTA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3323.004,SPKLU Sigandul View Coffee & Resto,Chargecore,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3374.030,SPKLU TRANSMART SETIABUDI,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3327.005,SPKLU PLN ULP COMAL,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3307.003,SPKLU MASJID BAITURAHMAN DIENG,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1471.018,SPKLU Cafe Monocsky,SINO CS ENERGY,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3371.006,SPKLU Akademi Militer Magelang,Exicom,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3172.024,SPKLU PLN UP3 BANDENGAN,TEISON,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3328.014,SPKLU Gulala Azana Hotel & Resort,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3311.006,SPKLU PLN ULP GROGOL,CSE,CCS2,available,Beroperasi,2,2466.78
01.PPOO.00.3374.018,SPKLU BALAIKOTA SEMARANG,Signet,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3308.006,SPKLU OMAH LATARE OMBO,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3313.002,SPKLU PLN ULP KARANGANYAR,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5171.037,SPKLU PARKIR TIMUR LAP RENON,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3172.012,SPKLU PT Indomobil Trada Nasional,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3315.003,SPKLU PLN ULP TEGOWANU,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7171.008,SPKLU PLN ULP PANIKI,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5103.045,SPKLU PANTAI MUAYA JIMBARAN,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7102.001,SPKLU PLN ULP TONDANO,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3371.006,SPKLU Akademi Militer Magelang,Exicom,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6371.009,SPKLU Citraland Banjarmasin,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.031,SPKLU PLN TRANSPARK MALL BINTARO,SINO,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1471.016,SPKLU TRANSMART PEKANBARU A,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.PPOO.00.3578.032,Resto Ayam Goreng Gringging Lombok 2,2. Proteksindo DC EVDX-60,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.3215.028,SPKLU PLN ULP CIKAMPEK,2. CS AC Charger,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1471.017,SPKLU TRANSMART PEKANBARU B,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3328.015,SPKLU Gulala Azana Hotel & Resort,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1471.019,SPKLU Taman AeroSport,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1471.020,SPKLU PLN ICON + SBU SBT,SINO CS ENERGY,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3329.007,SPKLU Kantor Jaga Tonjong,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7105.002,SPKLU PLN ULP MOTOLING,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3321.004,SPKLU RS SULTAN FATAH,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.7110.001,SPKLU PLN KJ KOTABUNAN,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.7174.002,SPKLU PLN UP3 KOTAMOBAGU 2,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3315.004,SPKLU HOTEL FRONT ONE PURWODADI,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7204.002,SPKLU PLN UP3 TOLITOLI 2,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.7271.005,SPKLU PLN ULP TAWAELI,EV POWER,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.7212.001,SPKLU PLN ULP KOLONEDALE,DELTA,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5103.046,SPKLU PARKIR DTW ULUWATU,SINO,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3674.029,SPKLU GUDANG PLN CIPUTAT,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3276.017,SPKLU PT Molino Pramuka 2,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3173.039,SPKLU Citra 8 (Danau),CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3308.007,SPKLU Taman Wisata Candi Borobudur,Powerindo,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.3308.005,SPKLU PLN ULP TEGALREJO,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3671.027,SPKLU Apartemen Aeropolis,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3310.007,SPKLU PLN ULP KLATEN KOTA,Chargecore,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.083,SPKLU Gedung Graha Inti Fauzi UFC,CHARGECORE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3174.074,SPKLU TRANSMART CILANDAK,TEISON,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3308.007,SPKLU Taman Wisata Candi Borobudur,Powerindo,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3174.104,SPKLU MENARA BANK MEGA,CHARGECORE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7171.007,SPKLU PLN UP3 MANADO,CHARGECORE,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3315.005,SPKLU PLN ULP WIROSARI,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3310.004,SPKLU RSUP DR SOERADJI TIRTONEGORO KLATEN,Chargecore,AC (Tipe 2),finishing,Beroperasi,1,2466.78
